timestamp,prompt,latency_s,tokens_per_sec,acceptance_rate,cache_hit,draft_model,fallback_triggered,fallback_reason,batch_size
2026-07-10T16:35:35.182600+00:00,A healthy morning routine includes (case #70),1.337,16.35,0.5385,False,gpt2,False,,8
2026-07-10T16:35:35.196365+00:00,Artificial intelligence will change the world by,0.0135,11.75,0.6667,True,gpt2,False,,8
2026-07-10T16:35:35.222356+00:00,A good leader should always,0.0258,9.94,0.6818,True,gpt2,False,,8
2026-07-10T16:35:36.543931+00:00,Building a strong team means (case #73),1.3212,15.79,0.52,False,gpt2,False,,8
2026-07-10T16:35:38.000856+00:00,The recipe for a good cup of coffee is (case #74),1.4567,14.14,0.3871,False,gpt2,False,,8
2026-07-10T16:35:39.325077+00:00,The best advice I ever received was (case #75),1.324,16.41,0.4815,False,gpt2,False,,8
2026-07-10T16:35:39.334195+00:00,"The best way to learn programming is, in my opinion,",0.0086,6.86,0.8571,True,gpt2-medium,False,,8
2026-07-10T16:35:39.367254+00:00,"In the future, machine learning models will",0.0316,20.1,0.75,True,gpt2,False,,8
2026-07-10T16:35:40.850868+00:00,The internet has changed how we (case #78),1.4832,14.76,0.4333,False,gpt2,False,,8
2026-07-10T16:35:40.867236+00:00,"The key to writing clean code is, in my opinion,",0.0161,15.82,0.4333,True,gpt2,False,,8
2026-07-10T16:35:40.895197+00:00,Artificial intelligence will change the world by,0.0278,11.75,0.6667,True,gpt2,False,,8
2026-07-10T16:35:40.923473+00:00,"In the future, machine learning models will",0.0279,20.1,0.75,True,gpt2,False,,8
2026-07-10T16:35:40.943800+00:00,The best way to learn programming is,0.0199,6.86,0.8571,True,gpt2-medium,False,,8
2026-07-10T16:35:42.513785+00:00,The economy is likely to shift as (case #83),1.5696,13.13,0.3333,False,gpt2,False,,8
2026-07-10T16:35:42.527658+00:00,"A good leader should always, in my opinion,",0.0136,9.94,0.6818,True,gpt2,False,,8
2026-07-10T16:35:43.953746+00:00,The recipe for a good cup of coffee is (case #85),1.4247,15.33,0.4815,False,gpt2,False,,8
2026-07-10T16:35:43.966670+00:00,"In the future, machine learning models will",0.0127,20.1,0.75,True,gpt2,False,,8
2026-07-10T16:35:45.274440+00:00,Climate change is a serious problem because (case #87),1.3076,16.8,0.56,False,gpt2,False,,8
2026-07-10T16:35:45.285715+00:00,"The best way to learn programming is, in my opinion,",0.0108,6.86,0.8571,True,gpt2-medium,False,,8
2026-07-10T16:35:45.331610+00:00,"In the future, machine learning models will",0.0457,20.1,0.75,True,gpt2,False,,8
2026-07-10T16:35:46.419861+00:00,The economy is likely to shift as (case #90),1.0879,19.86,0.7143,False,gpt2,False,,8
2026-07-10T16:35:47.445388+00:00,The role of a good manager is to (case #91),1.0253,20.06,0.75,False,gpt2,False,,8
2026-07-10T16:35:47.457619+00:00,The key to writing clean code is,0.012,15.82,0.4333,True,gpt2,False,,8
2026-07-10T16:35:47.489299+00:00,A good leader should always,0.0297,9.94,0.6818,True,gpt2,False,,8
2026-07-10T16:35:47.518121+00:00,"The best way to learn programming is, in my opinion,",0.0285,6.86,0.8571,True,gpt2-medium,False,,8
2026-07-10T16:35:47.538222+00:00,A good leader should always,0.0197,9.94,0.6818,True,gpt2,False,,8
2026-07-10T16:35:49.037628+00:00,The history of computers began when (case #96),1.499,13.97,0.4643,False,gpt2,False,,8
2026-07-10T16:35:49.057953+00:00,The history of computers began when (case #97),0.02,13.97,0.4643,True,gpt2,False,,8
2026-07-10T16:35:49.106128+00:00,The recipe for a good cup of coffee is (case #98),0.0478,15.33,0.4815,True,gpt2,False,,8
2026-07-10T16:35:49.137455+00:00,A good leader should always,0.0309,9.94,0.6818,True,gpt2,False,,8
2026-07-10T16:35:50.860916+00:00,The next big breakthrough in technology will be (case #100),1.7231,12.62,0.3143,False,gpt2,False,,8
2026-07-10T16:35:50.876475+00:00,"A good leader should always, in my opinion,",0.0147,9.94,0.6818,True,gpt2,False,,8
2026-07-10T16:35:50.911192+00:00,The key to writing clean code is,0.0346,15.82,0.4333,True,gpt2,False,,8
2026-07-10T16:35:50.941044+00:00,The recipe for a good cup of coffee is (case #103),0.0295,15.33,0.4815,True,gpt2,False,,8
2026-07-10T16:35:50.970615+00:00,"Artificial intelligence will change the world by, in my opinion,",0.0292,11.75,0.6667,True,gpt2,False,,8
2026-07-10T16:35:50.989982+00:00,"The key to writing clean code is, in my opinion,",0.019,15.82,0.4333,True,gpt2,False,,8
2026-07-10T16:35:51.008339+00:00,The most important skill for a data analyst is (case #106),0.018,5.11,0.3333,True,gpt2-medium,False,,8
2026-07-10T16:35:51.025443+00:00,"A good leader should always, in my opinion,",0.0167,9.94,0.6818,True,gpt2,False,,8
2026-07-10T16:35:51.045456+00:00,"Artificial intelligence will change the world by, in my opinion,",0.0197,11.75,0.6667,True,gpt2,False,,8
2026-07-10T16:35:51.074211+00:00,"The key to writing clean code is, in my opinion,",0.0249,15.82,0.4333,True,gpt2,False,,8
2026-07-10T16:35:52.309455+00:00,The future of remote work looks like (case #110),1.2349,18.09,0.6522,False,gpt2,False,,8
2026-07-10T16:35:52.323625+00:00,"In the future, machine learning models will, in my opinion,",0.0137,20.1,0.75,True,gpt2,False,,8
2026-07-10T16:35:53.745791+00:00,The next big breakthrough in technology will be (case #112),1.422,15.26,0.4333,False,gpt2,False,,8
2026-07-10T16:35:54.946057+00:00,Scientists recently discovered that (case #113),1.2,17.31,0.6087,False,gpt2,False,,8
2026-07-10T16:35:54.960021+00:00,A good leader should always,0.0137,9.94,0.6818,True,gpt2,False,,8
2026-07-10T16:35:54.987293+00:00,My favorite way to relax on weekends is (case #115),0.0271,18.03,0.4815,True,gpt2,False,,8
2026-07-10T16:35:55.019142+00:00,"The best way to learn programming is, in my opinion,",0.0315,6.86,0.8571,True,gpt2-medium,False,,8
2026-07-10T16:35:55.042757+00:00,"The key to writing clean code is, in my opinion,",0.0209,15.82,0.4333,True,gpt2,False,,8
2026-07-10T16:35:55.062068+00:00,Space exploration matters because (case #118),0.0189,17.08,0.5385,True,gpt2,False,,8
2026-07-10T16:35:56.325017+00:00,Renewable energy is important since (case #119),1.2626,17.38,0.56,False,gpt2,False,,8
2026-07-10T16:35:56.338612+00:00,"The key to writing clean code is, in my opinion,",0.0134,15.82,0.4333,True,gpt2,False,,8
2026-07-10T16:35:57.649687+00:00,The history of computers began when (case #121),1.3109,16.74,0.5385,False,gpt2,False,,8
2026-07-10T16:35:57.663049+00:00,Renewable energy is important since (case #122),0.0131,17.38,0.56,True,gpt2,False,,8
2026-07-10T16:35:57.693999+00:00,"The key to writing clean code is, in my opinion,",0.0308,15.82,0.4333,True,gpt2,False,,8
2026-07-10T16:35:57.713259+00:00,Renewable energy is important since (case #124),0.0189,17.38,0.56,True,gpt2,False,,8
2026-07-10T16:35:57.750222+00:00,"In the future, machine learning models will, in my opinion,",0.035,20.1,0.75,True,gpt2,False,,8
2026-07-10T16:35:57.778145+00:00,The best way to learn programming is,0.0275,6.86,0.8571,True,gpt2-medium,False,,8
2026-07-10T16:35:59.656134+00:00,My favorite way to relax on weekends is (case #127),1.8776,11.54,0.2439,False,gpt2,False,,8
2026-07-10T16:35:59.671100+00:00,"The key to writing clean code is, in my opinion,",0.0145,15.82,0.4333,True,gpt2,False,,8
2026-07-10T16:35:59.702378+00:00,Artificial intelligence will change the world by,0.0311,11.75,0.6667,True,gpt2,False,,8
2026-07-10T16:35:59.725335+00:00,"The best way to learn programming is, in my opinion,",0.0226,6.86,0.8571,True,gpt2-medium,False,,8
2026-07-10T16:35:59.744401+00:00,"Artificial intelligence will change the world by, in my opinion,",0.0187,11.75,0.6667,True,gpt2,False,,8
2026-07-10T16:35:59.774664+00:00,"A good leader should always, in my opinion,",0.0299,9.94,0.6818,True,gpt2,False,,8
2026-07-10T16:35:59.803808+00:00,"A good leader should always, in my opinion,",0.0255,9.94,0.6818,True,gpt2,False,,8
2026-07-10T16:36:01.276964+00:00,The recipe for a good cup of coffee is (case #134),1.4728,14.17,0.3871,False,gpt2,False,,8
2026-07-10T16:36:03.141454+00:00,The stock market moved today because (case #135),1.8642,11.55,0.2439,False,gpt2,False,,8
2026-07-10T16:36:03.161466+00:00,The most important skill for a data analyst is (case #136),0.0198,5.11,0.3333,True,gpt2-medium,False,,8
2026-07-10T16:36:03.187068+00:00,"The key to writing clean code is, in my opinion,",0.0254,15.82,0.4333,True,gpt2,False,,8
2026-07-10T16:36:03.218569+00:00,Artificial intelligence will change the world by,0.0312,11.75,0.6667,True,gpt2,False,,8
2026-07-10T16:36:04.473345+00:00,The internet has changed how we (case #139),1.2544,16.63,0.5833,False,gpt2,False,,8
2026-07-10T16:36:04.487145+00:00,"The best way to learn programming is, in my opinion,",0.0135,6.86,0.8571,True,gpt2-medium,False,,8
2026-07-10T16:36:04.534651+00:00,"In the future, machine learning models will",0.0431,20.1,0.75,True,gpt2,False,,8
2026-07-10T16:36:04.565408+00:00,The recipe for a good cup of coffee is (case #142),0.0304,14.17,0.3871,True,gpt2,False,,8
2026-07-10T16:36:04.600228+00:00,Artificial intelligence will change the world by,0.0344,11.75,0.6667,True,gpt2,False,,8
2026-07-10T16:36:04.634607+00:00,"The best way to learn programming is, in my opinion,",0.034,6.86,0.8571,True,gpt2-medium,False,,8
2026-07-10T16:36:04.661249+00:00,A good leader should always,0.0263,9.94,0.6818,True,gpt2,False,,8
2026-07-10T16:36:06.244132+00:00,The economy is likely to shift as (case #146),1.5827,13.74,0.3636,False,gpt2,False,,8
2026-07-10T16:36:06.259667+00:00,The best way to learn programming is,0.0151,6.86,0.8571,True,gpt2-medium,False,,8
2026-07-10T16:36:07.882406+00:00,The stock market moved today because (case #148),1.6226,13.44,0.3429,False,gpt2,False,,8
2026-07-10T16:36:09.493860+00:00,Renewable energy is important since (case #149),1.6105,12.8,0.3143,False,gpt2,False,,8
2026-07-10T16:36:09.507542+00:00,A good leader should always,0.0134,9.94,0.6818,True,gpt2,False,,8
2026-07-10T16:36:09.524786+00:00,A healthy morning routine includes (case #151),0.0171,16.35,0.5385,True,gpt2,False,,8
2026-07-10T16:36:09.545578+00:00,A good leader should always,0.0205,9.94,0.6818,True,gpt2,False,,8
2026-07-10T16:36:11.026264+00:00,Space exploration matters because (case #153),1.4804,14.1,0.4138,False,gpt2,False,,8
2026-07-10T16:36:11.039728+00:00,"In the future, machine learning models will",0.0132,20.1,0.75,True,gpt2,False,,8
2026-07-10T16:36:12.353537+00:00,The economy is likely to shift as (case #155),1.3137,16.75,0.5385,False,gpt2,False,,8
2026-07-10T16:36:12.366834+00:00,Space exploration matters because (case #156),0.0129,14.1,0.4138,True,gpt2,False,,8
2026-07-10T16:36:12.436882+00:00,"The best way to learn programming is, in my opinion,",0.0187,6.86,0.8571,True,gpt2-medium,False,,4
2026-07-10T16:36:13.600292+00:00,The next big breakthrough in technology will be (case #158),1.1631,18.8,0.625,False,gpt2,False,,4
2026-07-10T16:36:13.612358+00:00,"The best way to learn programming is, in my opinion,",0.0119,6.86,0.8571,True,gpt2-medium,False,,4
2026-07-10T16:36:13.634033+00:00,"The key to writing clean code is, in my opinion,",0.0215,15.82,0.4333,True,gpt2,False,,4
2026-07-11T10:57:55.042438+00:00,Unique verification prompt number 0 about the weather,3.7453,4.72,0.4545,False,gpt2,False,,8
2026-07-11T10:57:55.053331+00:00,Unique verification prompt number 1 about the weather,3.7525,4.72,0.4545,True,gpt2,False,,8
2026-07-11T10:57:55.061821+00:00,Unique verification prompt number 2 about the weather,3.7609,4.72,0.4545,True,gpt2,False,,8
2026-07-11T10:57:55.070027+00:00,Unique verification prompt number 3 about the weather,3.769,4.72,0.4545,True,gpt2,False,,8
2026-07-11T10:57:55.077950+00:00,Unique verification prompt number 4 about the weather,3.7769,4.72,0.4545,True,gpt2,False,,8
2026-07-11T10:57:55.086070+00:00,Unique verification prompt number 5 about the weather,3.7849,4.72,0.4545,True,gpt2,False,,8
2026-07-11T10:57:55.094033+00:00,Unique verification prompt number 6 about the weather,3.7929,4.72,0.4545,True,gpt2,False,,8
2026-07-11T10:57:55.102031+00:00,Unique verification prompt number 7 about the weather,3.8008,4.72,0.4545,True,gpt2,False,,8
2026-07-11T10:59:45.522851+00:00,Second round distinct prompt index 0 discussing rivers,2.4646,8.5,0.6111,False,gpt2,False,,8
2026-07-11T10:59:45.533077+00:00,Second round distinct prompt index 1 discussing rivers,2.4686,8.5,0.6111,True,gpt2,False,,8
2026-07-11T10:59:45.540798+00:00,Second round distinct prompt index 2 discussing rivers,2.4762,8.5,0.6111,True,gpt2,False,,8
2026-07-11T10:59:45.548381+00:00,Second round distinct prompt index 3 discussing rivers,2.4836,8.5,0.6111,True,gpt2,False,,8
2026-07-11T10:59:45.555915+00:00,Second round distinct prompt index 4 discussing rivers,2.4911,8.5,0.6111,True,gpt2,False,,8
2026-07-11T10:59:45.563427+00:00,Second round distinct prompt index 5 discussing rivers,2.4985,8.5,0.6111,True,gpt2,False,,8
2026-07-11T10:59:45.570826+00:00,Second round distinct prompt index 6 discussing rivers,2.5058,8.5,0.6111,True,gpt2,False,,8
2026-07-11T10:59:45.578363+00:00,Second round distinct prompt index 7 discussing rivers,2.5131,8.5,0.6111,True,gpt2,False,,8
2026-07-11T11:20:08.754320+00:00,"Artificial intelligence will change the world by, in my opinion,",10.2447,3.07,0.75,False,gpt2-medium,False,,1
2026-07-11T11:20:12.011487+00:00,The best way to learn programming is,3.2399,7.06,0.4483,False,gpt2,False,,8
2026-07-11T11:20:12.027237+00:00,"The best way to learn programming is, in my opinion,",3.254,7.06,0.4483,True,gpt2,False,,8
2026-07-11T11:20:15.308861+00:00,The next big breakthrough in technology will be (case #3),6.5354,7.43,0.2564,False,gpt2,False,,8
2026-07-11T11:20:17.862621+00:00,The economy is likely to shift as (case #4),9.0891,9.15,0.3429,False,gpt2,False,,8
2026-07-11T11:20:18.852373+00:00,The best advice I ever received was (case #5),10.0788,21.07,0.75,False,gpt2,False,,8
2026-07-11T11:20:18.860671+00:00,"The best way to learn programming is, in my opinion,",10.087,7.06,0.4483,True,gpt2,False,,8
2026-07-11T11:20:21.129203+00:00,Learning a new language requires (case #7),12.3553,10.55,0.3871,False,gpt2,False,,8
2026-07-11T11:20:21.147305+00:00,"Artificial intelligence will change the world by, in my opinion,",12.3735,3.07,0.75,True,gpt2-medium,False,,8
2026-07-11T11:20:23.245378+00:00,"In the future, machine learning models will, in my opinion,",14.4715,10.45,0.5385,False,gpt2-medium,False,,2
2026-07-11T11:20:25.421312+00:00,A good leader should always,16.6473,10.05,0.8,False,gpt2-medium,False,,2
2026-07-11T11:20:25.452539+00:00,A good leader should always,0.0177,10.05,0.8,True,gpt2-medium,False,,8
2026-07-11T11:20:27.530295+00:00,The stock market moved today because (case #12),2.0938,10.59,0.3143,False,gpt2,False,,8
2026-07-11T11:20:27.546684+00:00,"The best way to learn programming is, in my opinion,",2.1101,7.06,0.4483,True,gpt2,False,,8
2026-07-11T11:20:27.561033+00:00,"A good leader should always, in my opinion,",2.1226,10.05,0.8,True,gpt2-medium,False,,8
2026-07-11T11:20:28.906958+00:00,Climate change is a serious problem because (case #15),3.4684,15.41,0.5,False,gpt2,False,,8
2026-07-11T11:20:28.921871+00:00,A good leader should always,3.483,10.05,0.8,True,gpt2-medium,False,,8
2026-07-11T11:20:30.585300+00:00,A healthy morning routine includes (case #17),5.1462,13.17,0.4333,False,gpt2,False,,8
2026-07-11T11:20:30.609874+00:00,"In the future, machine learning models will",5.1708,10.45,0.5385,True,gpt2-medium,False,,8
2026-07-11T11:20:30.625455+00:00,A healthy morning routine includes (case #19),5.1863,13.17,0.4333,True,gpt2,False,,8
2026-07-11T11:20:30.640364+00:00,A good leader should always,5.2011,10.05,0.8,True,gpt2-medium,False,,8
2026-07-11T11:20:31.700639+00:00,The next big breakthrough in technology will be (case #21),6.2613,19.38,0.6087,False,gpt2,False,,8
2026-07-11T11:20:31.714917+00:00,"A good leader should always, in my opinion,",6.2756,10.05,0.8,True,gpt2-medium,False,,8
2026-07-11T11:20:32.857694+00:00,"The key to writing clean code is, in my opinion,",7.4182,19.02,0.6818,False,gpt2,False,,8
2026-07-11T11:20:32.870035+00:00,"In the future, machine learning models will, in my opinion,",7.4305,10.45,0.5385,True,gpt2-medium,False,,8
2026-07-11T11:20:32.878259+00:00,"Artificial intelligence will change the world by, in my opinion,",7.4387,3.07,0.75,True,gpt2-medium,False,,8
2026-07-11T11:20:34.973535+00:00,My favorite way to relax on weekends is (case #26),9.5338,11.2,0.375,False,gpt2,False,,8
2026-07-11T11:20:37.554027+00:00,The biggest challenge in software engineering is (case #27),12.1142,9.61,0.2273,False,gpt2,False,,8
2026-07-11T11:20:37.572987+00:00,A good leader should always,12.1332,10.05,0.8,True,gpt2-medium,False,,8
2026-07-11T11:20:37.590316+00:00,My favorite way to relax on weekends is (case #29),12.1505,11.2,0.375,True,gpt2,False,,8
2026-07-11T11:20:37.608206+00:00,The best way to learn programming is,12.1683,7.06,0.4483,True,gpt2,False,,8
2026-07-11T11:20:37.618305+00:00,The key to writing clean code is,12.1784,19.02,0.6818,True,gpt2,False,,8
2026-07-11T11:20:37.628157+00:00,"The key to writing clean code is, in my opinion,",12.1882,19.02,0.6818,True,gpt2,False,,8
2026-07-11T11:20:37.648586+00:00,A healthy morning routine includes (case #33),12.2086,13.17,0.4333,True,gpt2,False,,8
2026-07-11T11:20:37.660060+00:00,Learning a new language requires (case #34),12.2197,10.55,0.3871,True,gpt2,False,,8
2026-07-11T11:20:37.677860+00:00,The best way to learn programming is,12.2375,7.06,0.4483,True,gpt2,False,,8
2026-07-11T11:20:37.693129+00:00,"In the future, machine learning models will",12.2527,10.45,0.5385,True,gpt2-medium,False,,8
2026-07-11T11:20:37.701516+00:00,Learning a new language requires (case #37),12.261,10.55,0.3871,True,gpt2,False,,8
2026-07-11T11:20:37.709909+00:00,A good leader should always,12.2694,10.05,0.8,True,gpt2-medium,False,,8
2026-07-11T11:20:37.719820+00:00,Learning a new language requires (case #39),12.2792,10.55,0.3871,True,gpt2,False,,8
2026-07-11T11:20:37.731443+00:00,"Artificial intelligence will change the world by, in my opinion,",12.2908,3.07,0.75,True,gpt2-medium,False,,8
2026-07-11T11:20:40.133252+00:00,Space exploration matters because (case #41),14.6923,10.36,0.275,False,gpt2,False,,8
2026-07-11T11:20:41.380829+00:00,Climate change is a serious problem because (case #42),15.9398,16.66,0.4815,False,gpt2,False,,8
2026-07-11T11:20:41.390129+00:00,The biggest challenge in software engineering is (case #43),15.9486,9.61,0.2273,True,gpt2,False,,8
2026-07-11T11:20:41.397783+00:00,"Artificial intelligence will change the world by, in my opinion,",15.9562,3.07,0.75,True,gpt2-medium,False,,8
2026-07-11T11:20:42.588446+00:00,Learning a new language requires (case #45),17.1467,17.59,0.5833,False,gpt2,False,,8
2026-07-11T11:20:42.604593+00:00,"In the future, machine learning models will, in my opinion,",17.1628,10.45,0.5385,True,gpt2-medium,False,,8
